Code Type;Year;Code;Code Text;Change from 2012 to 2013?
ICD-10;2013;M7158;"Annen bursitt IKAS;andre lokalis";
ICD-10;2013;M7159;"Annen bursitt IKAS;uspes lokalis";
ICD-10;2013;M718;Andre spesifiserte lidelser i slimpose;
ICD-10;2013;M7180;"Andre spes lidelser i slimpose;flere lokalis";
ICD-10;2013;M7181;"Andre spes lidelser i slimpose;skulderreg";
ICD-10;2013;M7182;"Andre spes lidelser i slimpose;overarm/albue";
ICD-10;2013;M7183;"Andre spes lidelser i slimpose;underarm/h?ndl";
ICD-10;2013;M7184;"Andre spes lidelser i slimpose;h?nd/fingre";
ICD-10;2013;M7185;"Andre spes lidelser i slimpose;bekken/l?r";
ICD-10;2013;M7186;"Andre spes lidelser i slimpose;legg/kne";
ICD-10;2013;M7187;"Andre spes lidelser i slimpose;ankel/fot/t?";
ICD-10;2013;M7188;"Andre spes lidelser i slimpose;andre lokalis";
ICD-10;2013;M7189;"Andre spes lidelser i slimpose;uspes lokalis";
ICD-10;2013;M719;Uspesifisert lidelse i slimpose;
ICD-10;2013;M7190;"Uspesifisert lidelse i slimpose;flere lokalis";
ICD-10;2013;M7191;"Uspesifisert lidelse i slimpose;skulderreg";
ICD-10;2013;M7192;"Uspesifisert lidelse i slimpose;overarm/albue";
ICD-10;2013;M7193;"Uspesifisert lidelse i slimpose;underarm/h?ndl";
ICD-10;2013;M7194;"Uspesifisert lidelse i slimpose;h?nd/fingre";
ICD-10;2013;M7195;"Uspesifisert lidelse i slimpose;bekken/l?r";
ICD-10;2013;M7196;"Uspesifisert lidelse i slimpose;legg/kne";
ICD-10;2013;M7197;"Uspesifisert lidelse i slimpose;ankel/fot/t?";
ICD-10;2013;M7198;"Uspesifisert lidelse i slimpose;andre lokalis";
ICD-10;2013;M7199;"Uspesifisert lidelse i slimpose;uspes lokalis";
ICD-10;2013;M720;Dupuytrens kontraktur;
ICD-10;2013;M721;Garrods puter;
ICD-10;2013;M7210;"Garrods puter;flere lokalis";
ICD-10;2013;M7211;"Garrods puter;skulderreg";
ICD-10;2013;M7212;"Garrods puter;overarm/albue";
ICD-10;2013;M7213;"Garrods puter;underarm/h?ndl";
ICD-10;2013;M7214;"Garrods puter;h?nd/fingre";
ICD-10;2013;M7215;"Garrods puter;bekken/l?r";
ICD-10;2013;M7216;"Garrods puter;legg/kne";
ICD-10;2013;M7217;"Garrods puter;ankel/fot/t?";
ICD-10;2013;M7218;"Garrods puter;andre lokalis";
ICD-10;2013;M7219;"Garrods puter;uspes lokalis";
ICD-10;2013;M722;Plantar fascial fibromatose;
ICD-10;2013;M7220;"Plantar fascial fibromatose;flere lokalis";
ICD-10;2013;M7221;"Plantar fascial fibromatose;skulderreg";
ICD-10;2013;M7222;"Plantar fascial fibromatose;overarm/albue";
ICD-10;2013;M7223;"Plantar fascial fibromatose;underarm/h?ndl";
ICD-10;2013;M7224;"Plantar fascial fibromatose;h?nd/fingre";
ICD-10;2013;M7225;"Plantar fascial fibromatose;bekken/l?r";
ICD-10;2013;M7226;"Plantar fascial fibromatose;legg/kne";
ICD-10;2013;M7227;"Plantar fascial fibromatose;ankel/fot/t?";
ICD-10;2013;M7228;"Plantar fascial fibromatose;andre lokalis";
ICD-10;2013;M7229;"Plantar fascial fibromatose;uspes lokalis";
ICD-10;2013;M724;Pseudosarkomat?s fibromatose;
ICD-10;2013;M7240;"Pseudosarkomat?s fibromatose;flere lokalis";
ICD-10;2013;M7241;"Pseudosarkomat?s fibromatose;skulderreg";
ICD-10;2013;M7242;"Pseudosarkomat?s fibromatose;overarm/albue";
ICD-10;2013;M7243;"Pseudosarkomat?s fibromatose;underarm/h?ndl";
ICD-10;2013;M7244;"Pseudosarkomat?s fibromatose;h?nd/fingre";
ICD-10;2013;M7245;"Pseudosarkomat?s fibromatose;bekken/l?r";
ICD-10;2013;M7246;"Pseudosarkomat?s fibromatose;legg/kne";
ICD-10;2013;M7247;"Pseudosarkomat?s fibromatose;ankel/fot/t?";
ICD-10;2013;M7248;"Pseudosarkomat?s fibromatose;andre lokalis";
ICD-10;2013;M7249;"Pseudosarkomat?s fibromatose;uspes lokalis";
ICD-10;2013;M726;Nekrotiserende fasciitt;
ICD-10;2013;M728;Andre spesifiserte sykdommer i fascier og annet fibr?st vev;
ICD-10;2013;M7280;"Andre spes sykd fascie/ann fibr vev;flere lokalis";
ICD-10;2013;M7281;"Andre spes sykd fascie/ann fibr vev;skulderreg";
ICD-10;2013;M7282;"Andre spes sykd fascie/ann fibr vev;overarm/albue";
ICD-10;2013;M7283;"Andre spes sykd fascie/ann fibr vev;underarm/h?ndl";
ICD-10;2013;M7284;"Andre spes sykd fascie/ann fibr vev;h?nd/fingre";
ICD-10;2013;M7285;"Andre spes sykd fascie/ann fibr vev;bekken/l?r";
ICD-10;2013;M7286;"Andre spes sykd fascie/ann fibr vev;legg/kne";
ICD-10;2013;M7287;"Andre spes sykd fascie/ann fibr vev;ankel/fot/t?";
ICD-10;2013;M7288;"Andre spes sykd fascie/ann fibr vev;andre lokalis";
ICD-10;2013;M7289;"Andre spes sykd fascie/ann fibr vev;uspes lokalis";
ICD-10;2013;M729;Uspesifisert sykdom i fascier og annet fibr?st vev;
ICD-10;2013;M7290;"Uspes sykd fascier/ann fibr vev;flere lokalis";
ICD-10;2013;M7291;"Uspes sykd fascier/ann fibr vev;skulderreg";
ICD-10;2013;M7292;"Uspes sykd fascier/ann fibr vev;overarm/albue";
ICD-10;2013;M7293;"Uspes sykd fascier/ann fibr vev;underarm/h?ndl";
ICD-10;2013;M7294;"Uspes sykd fascier/ann fibr vev;h?nd/fingre";
ICD-10;2013;M7295;"Uspes sykd fascier/ann fibr vev;bekken/l?r";
ICD-10;2013;M7296;"Uspes sykd fascier/ann fibr vev;legg/kne";
ICD-10;2013;M7297;"Uspes sykd fascier/ann fibr vev;ankel/fot/t?";
ICD-10;2013;M7298;"Uspes sykd fascier/ann fibr vev;andre lokalis";
ICD-10;2013;M7299;"Uspes sykd fascier/ann fibr vev;uspes lokalis";
ICD-10;2013;M730;Gonokokkbursitt;
ICD-10;2013;M7300;"Gonokokkbursitt ;flere lokalis";
ICD-10;2013;M7301;"Gonokokkbursitt ;skulderreg";
ICD-10;2013;M7302;"Gonokokkbursitt ;overarm/albue";
ICD-10;2013;M7303;"Gonokokkbursitt ;underarm/h?ndl";
ICD-10;2013;M7304;"Gonokokkbursitt ;h?nd/fingre";
ICD-10;2013;M7305;"Gonokokkbursitt ;bekken/l?r";
ICD-10;2013;M7306;"Gonokokkbursitt ;legg/kne";
ICD-10;2013;M7307;"Gonokokkbursitt ;ankel/fot/t?";
ICD-10;2013;M7308;"Gonokokkbursitt ;andre lokalis";
ICD-10;2013;M7309;"Gonokokkbursitt ;uspes lokalis";
ICD-10;2013;M731;Syfilitisk bursitt;
ICD-10;2013;M7310;"Syfilitisk bursitt;flere lokalis";
ICD-10;2013;M7311;"Syfilitisk bursitt;skulderreg";
ICD-10;2013;M7312;"Syfilitisk bursitt;overarm/albue";
ICD-10;2013;M7313;"Syfilitisk bursitt;underarm/h?ndl";
ICD-10;2013;M7314;"Syfilitisk bursitt;h?nd/fingre";
ICD-10;2013;M7315;"Syfilitisk bursitt;bekken/l?r";
ICD-10;2013;M7316;"Syfilitisk bursitt;legg/kne";
ICD-10;2013;M7317;"Syfilitisk bursitt;ankel/fot/t?";
ICD-10;2013;M7318;"Syfilitisk bursitt;andre lokalis";
ICD-10;2013;M7319;"Syfilitisk bursitt;uspes lokalis";
ICD-10;2013;M738;Annen affeksjon av bl?tvev ved sykdommer klass. annet sted;
ICD-10;2013;M7380;"Annen aff av bl?tvev v/sykd KAS;flere lokalis";
ICD-10;2013;M7381;"Annen aff av bl?tvev v/sykd KAS;skulderreg";
ICD-10;2013;M7382;"Annen aff av bl?tvev v/sykd KAS;overarm/albue";
ICD-10;2013;M7383;"Annen aff av bl?tvev v/sykd KAS;underarm/h?ndl";
ICD-10;2013;M7384;"Annen aff av bl?tvev v/sykd KAS;h?nd/fingre";
ICD-10;2013;M7385;"Annen aff av bl?tvev v/sykd KAS;bekken/l?r";
ICD-10;2013;M7386;"Annen aff av bl?tvev v/sykd KAS;legg/kne";
ICD-10;2013;M7387;"Annen aff av bl?tvev v/sykd KAS;ankel/fot/t?";
ICD-10;2013;M7388;"Annen aff av bl?tvev v/sykd KAS;andre lokalis";
ICD-10;2013;M7389;"Annen aff av bl?tvev v/sykd KAS;uspes lokalis";
ICD-10;2013;M750;Adhesjonskapsulitt i skulder;
ICD-10;2013;M751;Rotator cuff syndrome;
ICD-10;2013;M752;Bicepstendinitt;
ICD-10;2013;M753;Skuldertendinitt med kalknedslag;
ICD-10;2013;M754;Impingement syndrome i skulder;
ICD-10;2013;M755;Bursitt i skulder;
ICD-10;2013;M758;Andre spesifiserte skulderlidelser;
ICD-10;2013;M759;Uspesifisert skulderlidelse;
ICD-10;2013;M760;Gluteal tendinitt;
ICD-10;2013;M761;Psoastendinitt;
ICD-10;2013;M762;Hoftekamspore;
ICD-10;2013;M763;Iliotibialb?ndsyndrom;
ICD-10;2013;M764;Tibial kollateral bursitt;
ICD-10;2013;M765;Patellar senetendinitt;
ICD-10;2013;M766;Akillestendinitt;
ICD-10;2013;M767;Fibularistendinitt;
ICD-10;2013;M768;Andre spesifiserte entesopatier i u.eks., unntatt fot;
ICD-10;2013;M769;Uspesifisert entesopati i underekstremitet, unntatt fot;
ICD-10;2013;M770;Medial epikondylitt;
ICD-10;2013;M771;Lateral epikondylitt;
ICD-10;2013;M772;Periartritt i h?ndledd;
ICD-10;2013;M773;H?lbenspore;
ICD-10;2013;M774;Metatarsalgi;
ICD-10;2013;M775;Annen entesopati i fot;
ICD-10;2013;M778;Andre spesifiserte entesopatier IKAS;
ICD-10;2013;M7780;"Andre spes entesopatier IKAS;flere lokalis";
ICD-10;2013;M7781;"Andre spes entesopatier IKAS;skulderreg";
ICD-10;2013;M7782;"Andre spes entesopatier IKAS;overarm/albue";
ICD-10;2013;M7783;"Andre spes entesopatier IKAS;underarm/h?ndl";
ICD-10;2013;M7784;"Andre spes entesopatier IKAS;h?nd/fingre";
ICD-10;2013;M7785;"Andre spes entesopatier IKAS;bekken/l?r";
ICD-10;2013;M7786;"Andre spes entesopatier IKAS;legg/kne";
ICD-10;2013;M7787;"Andre spes entesopatier IKAS;ankel/fot/t?";
ICD-10;2013;M7788;"Andre spes entesopatier IKAS;andre lokalis";
ICD-10;2013;M7789;"Andre spes entesopatier IKAS;uspes lokalis";
ICD-10;2013;M779;Uspesifisert entesopati;
ICD-10;2013;M7790;"Uspesifisert entesopati;flere lokalis";
ICD-10;2013;M7791;"Uspesifisert entesopati;skulderreg";
ICD-10;2013;M7792;"Uspesifisert entesopati;overarm/albue";
ICD-10;2013;M7793;"Uspesifisert entesopati;underarm/h?ndl";
ICD-10;2013;M7794;"Uspesifisert entesopati;h?nd/fingre";
ICD-10;2013;M7795;"Uspesifisert entesopati;bekken/l?r";
ICD-10;2013;M7796;"Uspesifisert entesopati;legg/kne";
ICD-10;2013;M7797;"Uspesifisert entesopati;ankel/fot/t?";
ICD-10;2013;M7798;"Uspesifisert entesopati;andre lokalis";
ICD-10;2013;M7799;"Uspesifisert entesopati;uspes lokalis";
ICD-10;2013;M790;Uspesifisert reumatisme;
ICD-10;2013;M7900;"Uspesifisert reumatisme;flere lokalis";
ICD-10;2013;M7901;"Uspesifisert reumatisme;skulderreg";
ICD-10;2013;M7902;"Uspesifisert reumatisme;overarm/albue";
ICD-10;2013;M7903;"Uspesifisert reumatisme;underarm/h?ndl";
ICD-10;2013;M7904;"Uspesifisert reumatisme;h?nd/fingre";
ICD-10;2013;M7905;"Uspesifisert reumatisme;bekken/l?r";
ICD-10;2013;M7906;"Uspesifisert reumatisme;legg/kne";
ICD-10;2013;M7907;"Uspesifisert reumatisme;ankel/fot/t?";
ICD-10;2013;M7908;"Uspesifisert reumatisme;andre lokalis";
ICD-10;2013;M7909;"Uspesifisert reumatisme;uspes lokalis";
ICD-10;2013;M791;Myalgi;
ICD-10;2013;M7910;"Myalgi;flere lokalis";
ICD-10;2013;M7911;"Myalgi;skulderreg";
ICD-10;2013;M7912;"Myalgi;overarm/albue";
ICD-10;2013;M7913;"Myalgi;underarm/h?ndl";
ICD-10;2013;M7914;"Myalgi;h?nd/fingre";
ICD-10;2013;M7915;"Myalgi;bekken/l?r";
ICD-10;2013;M7916;"Myalgi;legg/kne";
ICD-10;2013;M7917;"Myalgi;ankel/fot/t?";
ICD-10;2013;M7918;"Myalgi;andre lokalis";
ICD-10;2013;M7919;"Myalgi;uspes lokalis";
ICD-10;2013;M792;Uspesifisert nevralgi og nevritt;
ICD-10;2013;M7920;"Uspes nevralgi og nevritt;flere lokalis";
ICD-10;2013;M7921;"Uspes nevralgi og nevritt;skulderreg";
ICD-10;2013;M7922;"Uspes nevralgi og nevritt;overarm/albue";
ICD-10;2013;M7923;"Uspes nevralgi og nevritt;underarm/h?ndl";
ICD-10;2013;M7924;"Uspes nevralgi og nevritt;h?nd/fingre";
ICD-10;2013;M7925;"Uspes nevralgi og nevritt;bekken/l?r";
ICD-10;2013;M7926;"Uspes nevralgi og nevritt;legg/kne";
ICD-10;2013;M7927;"Uspes nevralgi og nevritt;ankel/fot/t?";
ICD-10;2013;M7928;"Uspes nevralgi og nevritt;andre lokalis";
ICD-10;2013;M7929;"Uspes nevralgi og nevritt;uspes lokalis";
ICD-10;2013;M793;Uspesifisert pannikulitt;
ICD-10;2013;M7930;"Uspesifisert pannikulitt;flere lokalis";
ICD-10;2013;M7931;"Uspesifisert pannikulitt;skulderreg";
ICD-10;2013;M7932;"Uspesifisert pannikulitt;overarm/albue";
ICD-10;2013;M7933;"Uspesifisert pannikulitt;underarm/h?ndl";
ICD-10;2013;M7934;"Uspesifisert pannikulitt;h?nd/fingre";
ICD-10;2013;M7935;"Uspesifisert pannikulitt;bekken/l?r";
ICD-10;2013;M7936;"Uspesifisert pannikulitt;legg/kne";
ICD-10;2013;M7937;"Uspesifisert pannikulitt;ankel/fot/t?";
ICD-10;2013;M7938;"Uspesifisert pannikulitt;andre lokalis";
ICD-10;2013;M7939;"Uspesifisert pannikulitt;uspes lokalis";
ICD-10;2013;M794;Hypertrofi av (infrapatellar) fettpute;
ICD-10;2013;M7940;"Hypertrofi av (infrapatellar) fettpute;flere lokalis";
ICD-10;2013;M7941;"Hypertrofi av (infrapatellar) fettpute;skulderreg";
ICD-10;2013;M7942;"Hypertrofi av (infrapatellar) fettpute;overarm/albue";
ICD-10;2013;M7943;"Hypertrofi av (infrapatellar) fettpute;underarm/h?ndl";
ICD-10;2013;M7944;"Hypertrofi av (infrapatellar) fettpute;h?nd/fingre";
ICD-10;2013;M7945;"Hypertrofi av (infrapatellar) fettpute;bekken/l?r";
ICD-10;2013;M7946;"Hypertrofi av (infrapatellar) fettpute;legg/kne";
ICD-10;2013;M7947;"Hypertrofi av (infrapatellar) fettpute;ankel/fot/t?";
ICD-10;2013;M7948;"Hypertrofi av (infrapatellar) fettpute;andre lokalis";
ICD-10;2013;M7949;"Hypertrofi av (infrapatellar) fettpute;uspes lokalis";
ICD-10;2013;M795;Residualt fremmedlegeme i bl?tvev;
ICD-10;2013;M7950;"Residualt fremmedlegeme i bl?tvev;flere lokalis";
ICD-10;2013;M7951;"Residualt fremmedlegeme i bl?tvev;skulderreg";
ICD-10;2013;M7952;"Residualt fremmedlegeme i bl?tvev;overarm/albue";
ICD-10;2013;M7953;"Residualt fremmedlegeme i bl?tvev;underarm/h?ndl";
ICD-10;2013;M7954;"Residualt fremmedlegeme i bl?tvev;h?nd/fingre";
ICD-10;2013;M7955;"Residualt fremmedlegeme i bl?tvev;bekken/l?r";
ICD-10;2013;M7956;"Residualt fremmedlegeme i bl?tvev;legg/kne";
ICD-10;2013;M7957;"Residualt fremmedlegeme i bl?tvev;ankel/fot/t?";
ICD-10;2013;M7958;"Residualt fremmedlegeme i bl?tvev;andre lokalis";
ICD-10;2013;M7959;"Residualt fremmedlegeme i bl?tvev;uspes lokalis";
ICD-10;2013;M796;Smerte i ekstremitet;
ICD-10;2013;M7960;"Smerte i ekstremitet;flere lokalis";
ICD-10;2013;M7961;"Smerte i ekstremitet;skulderreg";
ICD-10;2013;M7962;"Smerte i ekstremitet;overarm/albue";
ICD-10;2013;M7963;"Smerte i ekstremitet;underarm/h?ndl";
ICD-10;2013;M7964;"Smerte i ekstremitet;h?nd/fingre";
ICD-10;2013;M7965;"Smerte i ekstremitet;bekken/l?r";
ICD-10;2013;M7966;"Smerte i ekstremitet;legg/kne";
ICD-10;2013;M7967;"Smerte i ekstremitet;ankel/fot/t?";
ICD-10;2013;M7968;"Smerte i ekstremitet;andre lokalis";
ICD-10;2013;M7969;"Smerte i ekstremitet;uspes lokalis";
ICD-10;2013;M797;Fibromyalgi;
ICD-10;2013;M7970;"Fibromyalgi;flere lokalis";
ICD-10;2013;M7971;"Fibromyalgi;skulderreg";
ICD-10;2013;M7972;"Fibromyalgi;overarm/albue";
ICD-10;2013;M7973;"Fibromyalgi;underarm/h?ndl";
ICD-10;2013;M7974;"Fibromyalgi;h?nd/fingre";
ICD-10;2013;M7975;"Fibromyalgi;bekken/l?r";
ICD-10;2013;M7976;"Fibromyalgi;legg/kne";
ICD-10;2013;M7977;"Fibromyalgi;ankel/fot/t?";
ICD-10;2013;M7978;"Fibromyalgi;andre lokalis";
ICD-10;2013;M7979;"Fibromyalgi;uspes lokalis";
ICD-10;2013;M798;Andre spesifiserte bl?tvevssykdommer;
ICD-10;2013;M7980;"Andre spes bl?tvevssykd;flere lokalis";
ICD-10;2013;M7981;"Andre spes bl?tvevssykd;skulderreg";
ICD-10;2013;M7982;"Andre spes bl?tvevssykd;overarm/albue";
ICD-10;2013;M7983;"Andre spes bl?tvevssykd;underarm/h?ndl";
ICD-10;2013;M7984;"Andre spes bl?tvevssykd;h?nd/fingre";
ICD-10;2013;M7985;"Andre spes bl?tvevssykd;bekken/l?r";
ICD-10;2013;M7986;"Andre spes bl?tvevssykd;legg/kne";
ICD-10;2013;M7987;"Andre spes bl?tvevssykd;ankel/fot/t?";
ICD-10;2013;M7988;"Andre spes bl?tvevssykd;andre lokalis";
ICD-10;2013;M7989;"Andre spes bl?tvevssykd;uspes lokalis";
ICD-10;2013;M799;Uspesifisert bl?tvevssykdom;
ICD-10;2013;M7990;"Uspesifisert bl?tvevssykd;flere lokalis";
ICD-10;2013;M7991;"Uspesifisert bl?tvevssykd;skulderreg";
ICD-10;2013;M7992;"Uspesifisert bl?tvevssykd;overarm/albue";
ICD-10;2013;M7993;"Uspesifisert bl?tvevssykd;underarm/h?ndl";
ICD-10;2013;M7994;"Uspesifisert bl?tvevssykd;h?nd/fingre";
ICD-10;2013;M7995;"Uspesifisert bl?tvevssykd;bekken/l?r";
ICD-10;2013;M7996;"Uspesifisert bl?tvevssykd;legg/kne";
ICD-10;2013;M7997;"Uspesifisert bl?tvevssykd;ankel/fot/t?";
ICD-10;2013;M7998;"Uspesifisert bl?tvevssykd;andre lokalis";
ICD-10;2013;M7999;"Uspesifisert bl?tvevssykd;uspes lokalis";
ICD-10;2013;M800;Osteoporose etter menopause, med patologisk brudd;
ICD-10;2013;M8000;"Postmenopaus osteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8001;"Postmenopaus osteopor m/pat brudd;skulderreg";
ICD-10;2013;M8002;"Postmenopaus osteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8003;"Postmenopaus osteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8004;"Postmenopaus osteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8005;"Postmenopaus osteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8006;"Postmenopaus osteopor m/pat brudd;legg/kne";
ICD-10;2013;M8007;"Postmenopaus osteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8008;"Postmenopaus osteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8009;"Postmenopaus osteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M801;Osteoporose etter ooforektomi, med patologisk brudd;
ICD-10;2013;M8010;"Osteopor e ooforektomi m/pat brudd;flere lokalis";
ICD-10;2013;M8011;"Osteopor e ooforektomi m/pat brudd;skulderreg";
ICD-10;2013;M8012;"Osteopor e ooforektomi m/pat brudd;overarm/albue";
ICD-10;2013;M8013;"Osteopor e ooforektomi m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8014;"Osteopor e ooforektomi m/pat brudd;h?nd/fingre";
ICD-10;2013;M8015;"Osteopor e ooforektomi m/pat brudd;bekken/l?r";
ICD-10;2013;M8016;"Osteopor e ooforektomi m/pat brudd;legg/kne";
ICD-10;2013;M8017;"Osteopor e ooforektomi m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8018;"Osteopor e ooforektomi m/pat brudd;andre lokalis";
ICD-10;2013;M8019;"Osteopor e ooforektomi m/pat brudd;uspes lokalis";
ICD-10;2013;M802;Osteoporose ved inaktivitet, med patologisk brudd;
ICD-10;2013;M8020;"Osteopor v/inaktiv m/pat brudd;flere lokalis";
ICD-10;2013;M8021;"Osteopor v/inaktiv m/pat brudd;skulderreg";
ICD-10;2013;M8022;"Osteopor v/inaktiv m/pat brudd;overarm/albue";
ICD-10;2013;M8023;"Osteopor v/inaktiv m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8024;"Osteopor v/inaktiv m/pat brudd;h?nd/fingre";
ICD-10;2013;M8025;"Osteopor v/inaktiv m/pat brudd;bekken/l?r";
ICD-10;2013;M8026;"Osteopor v/inaktiv m/pat brudd;legg/kne";
ICD-10;2013;M8027;"Osteopor v/inaktiv m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8028;"Osteopor v/inaktiv m/pat brudd;andre lokalis";
ICD-10;2013;M8029;"Osteopor v/inaktiv m/pat brudd;uspes lokalis";
ICD-10;2013;M803;Postoperativ malabsorpsjonsosteoporose, med patologisk brudd;
ICD-10;2013;M8030;"Postop malabsosteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8031;"Postop malabsosteopor m/pat brudd;skulderreg";
ICD-10;2013;M8032;"Postop malabsosteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8033;"Postop malabsosteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8034;"Postop malabsosteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8035;"Postop malabsosteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8036;"Postop malabsosteopor m/pat brudd;legg/kne";
ICD-10;2013;M8037;"Postop malabsosteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8038;"Postop malabsosteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8039;"Postop malabsosteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M804;Legemiddelutl?st osteoporose med patologisk brudd;
ICD-10;2013;M8040;"Medisinutl osteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8041;"Medisinutl osteopor m/pat brudd;skulderreg";
ICD-10;2013;M8042;"Medisinutl osteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8043;"Medisinutl osteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8044;"Medisinutl osteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8045;"Medisinutl osteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8046;"Medisinutl osteopor m/pat brudd;legg/kne";
ICD-10;2013;M8047;"Medisinutl osteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8048;"Medisinutl osteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8049;"Medisinutl osteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M805;Idiopatisk osteoporose med patologisk brudd;
ICD-10;2013;M8050;"Idiopat osteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8051;"Idiopat osteopor m/pat brudd;skulderreg";
ICD-10;2013;M8052;"Idiopat osteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8053;"Idiopat osteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8054;"Idiopat osteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8055;"Idiopat osteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8056;"Idiopat osteopor m/pat brudd;legg/kne";
ICD-10;2013;M8057;"Idiopat osteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8058;"Idiopat osteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8059;"Idiopat osteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M808;Annen spesifisert osteoporose med patologisk brudd;
ICD-10;2013;M8080;"Annen spes osteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8081;"Annen spes osteopor m/pat brudd;skulderreg";
ICD-10;2013;M8082;"Annen spes osteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8083;"Annen spes osteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8084;"Annen spes osteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8085;"Annen spes osteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8086;"Annen spes osteopor m/pat brudd;legg/kne";
ICD-10;2013;M8087;"Annen spes osteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8088;"Annen spes osteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8089;"Annen spes osteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M809;Uspesifisert osteoporose med patologisk brudd;
ICD-10;2013;M8090;"Uspes osteopor m/pat brudd;flere lokalis";
ICD-10;2013;M8091;"Uspes osteopor m/pat brudd;skulderreg";
ICD-10;2013;M8092;"Uspes osteopor m/pat brudd;overarm/albue";
ICD-10;2013;M8093;"Uspes osteopor m/pat brudd;underarm/h?ndl";
ICD-10;2013;M8094;"Uspes osteopor m/pat brudd;h?nd/fingre";
ICD-10;2013;M8095;"Uspes osteopor m/pat brudd;bekken/l?r";
ICD-10;2013;M8096;"Uspes osteopor m/pat brudd;legg/kne";
ICD-10;2013;M8097;"Uspes osteopor m/pat brudd;ankel/fot/t?";
ICD-10;2013;M8098;"Uspes osteopor m/pat brudd;andre lokalis";
ICD-10;2013;M8099;"Uspes osteopor m/pat brudd;uspes lokalis";
ICD-10;2013;M810;Osteoporose etter menopause;
ICD-10;2013;M8100;"Osteoporose etter menopause;flere lokalis";
ICD-10;2013;M8101;"Osteoporose etter menopause;skulderreg";
ICD-10;2013;M8102;"Osteoporose etter menopause;overarm/albue";
ICD-10;2013;M8103;"Osteoporose etter menopause;underarm/h?ndl";
ICD-10;2013;M8104;"Osteoporose etter menopause;h?nd/fingre";
ICD-10;2013;M8105;"Osteoporose etter menopause;bekken/l?r";
ICD-10;2013;M8106;"Osteoporose etter menopause;legg/kne";
ICD-10;2013;M8107;"Osteoporose etter menopause;ankel/fot/t?";
ICD-10;2013;M8108;"Osteoporose etter menopause;andre lokalis";
ICD-10;2013;M8109;"Osteoporose etter menopause;uspes lokalis";
ICD-10;2013;M811;Osteoporose etter ooforektomi;
ICD-10;2013;M8110;"Osteoporose etter ooforektomi;flere lokalis";
ICD-10;2013;M8111;"Osteoporose etter ooforektomi;skulderreg";
ICD-10;2013;M8112;"Osteoporose etter ooforektomi;overarm/albue";
ICD-10;2013;M8113;"Osteoporose etter ooforektomi;underarm/h?ndl";
ICD-10;2013;M8114;"Osteoporose etter ooforektomi;h?nd/fingre";
ICD-10;2013;M8115;"Osteoporose etter ooforektomi;bekken/l?r";
ICD-10;2013;M8116;"Osteoporose etter ooforektomi;legg/kne";
ICD-10;2013;M8117;"Osteoporose etter ooforektomi;ankel/fot/t?";
ICD-10;2013;M8118;"Osteoporose etter ooforektomi;andre lokalis";
